media,drug,waste,pump_time,hour,vial_drug_mass,dil_rate
0,1,2,1694790570.3405938,0.0005607605555555555,0,0
0,1,2,1694790572.8452137,0.001256488888888889,0,0
0,1,2,1694790575.349467,0.0019521172222222221,0,0
0,1,2,1694790577.8546255,0.0026479972222222224,0,0
0,1,2,1694790580.3610635,0.0033442269444444446,0,0
0,1,2,1694790582.8653908,0.0040398763888888885,0,0
0,1,2,1694790585.3708863,0.0047358377777777785,0,0
0,1,2,1694790587.8754766,0.005431561944444445,0,0
0,1,2,1694790590.379608,0.00612716,0,0
0,1,2,1694790592.8832612,0.006822616111111111,0,0
0,1,2,1694790595.3886716,0.007518554722222222,0,0
0,1,2,1694790597.8914754,0.008213783888888888,0,0
0,1,2,1694790600.396271,0.008909563611111112,0.0,0
0,1,3,1694790602.9005654,0.009605201666666667,0.0,0
0,1,2,1694790605.405233,0.010300940833333334,0.0,0
1,2,2,1694790607.909862,0.010996673333333333,340.5405410513513,0.29518666666666665
0,1,2,1694790610.413112,0.011692018888888888,340.5405410513513,0.29518666666666665
0,1,2,1694790612.9168909,0.012387508333333333,340.5405410513513,0.29518666666666665
0,1,2,1694790615.4237807,0.013083871666666665,340.5405410513513,0.29518666666666665
0,1,2,1694790617.9297423,0.013779973055555556,340.5405410513513,0.29518666666666665
0,1,2,1694790620.433303,0.014475405833333333,340.5405410513513,0.29518666666666665
0,1,2,1694790622.9377587,0.015171089444444444,340.5405410513513,0.29518666666666665
0,1,2,1694790625.4428294,0.01586694138888889,340.5405410513513,0.29518666666666665
0,1,2,1694790627.9474556,0.016562671388888887,340.5405410513513,0.29518666666666665
0,1,2,1694790630.4523504,0.01725847527777778,238.3783787359459,0.29518666666666665
0,1,3,1694790632.9567149,0.01795412861111111,238.3783787359459,0.29518666666666665
0,1,2,1694790635.4619565,0.01865002777777778,238.3783787359459,0.29518666666666665
1,2,2,1694790637.9663942,0.019345707777777776,578.9189197872972,0.29518666666666665
0,1,2,1694790640.470804,0.02004137777777778,578.9189197872972,0.29518666666666665
0,1,2,1694790642.9765418,0.02073740916666667,578.9189197872972,0.29518666666666665
0,1,2,1694790645.4795604,0.02143270138888889,578.9189197872972,0.29518666666666665
0,1,2,1694790647.9832704,0.022128174166666667,578.9189197872972,0.29518666666666665
0,1,2,1694790650.4903228,0.022824573055555557,578.9189197872972,0.29518666666666665
0,1,2,1694790652.9949083,0.02352029777777778,578.9189197872972,0.29518666666666665
0,1,2,1694790655.4997253,0.024216079166666668,578.9189197872972,0.29518666666666665
0,1,2,1694790658.0028086,0.024911379999999997,578.9189197872972,0.29518666666666665
0,1,2,1694790660.5082705,0.025607334722222222,405.24324385110805,0.29518666666666665
0,1,3,1694790663.014809,0.02630360333333333,405.24324385110805,0.29518666666666665
0,1,2,1694790665.5187354,0.02699913472222222,405.24324385110805,0.29518666666666665
1,2,2,1694790668.0245476,0.02769519722222222,745.7837849024593,0.29518666666666665
0,1,2,1694790670.5285926,0.02839076388888889,745.7837849024593,0.29518666666666665
0,1,2,1694790673.0322556,0.02908622888888889,745.7837849024593,0.29518666666666665
0,1,2,1694790675.535623,0.02978160722222222,745.7837849024593,0.29518666666666665
0,1,2,1694790678.0415056,0.030477676111111112,745.7837849024593,0.29518666666666665
0,1,2,1694790680.5454948,0.031173231944444445,745.7837849024593,0.29518666666666665
0,1,2,1694790683.048556,0.03186853333333333,745.7837849024593,0.29518666666666665
0,1,2,1694790685.5537238,0.03256441194444444,745.7837849024593,0.29518666666666665
0,1,2,1694790688.0580966,0.033260073055555554,745.7837849024593,0.29518666666666665
0,1,2,1694790690.5622866,0.03395567694444444,522.0486494317215,0.29518666666666665
0,1,3,1694790693.0681612,0.03465175027777778,522.0486494317215,0.29518666666666665
0,1,2,1694790695.575643,0.03534827916666667,522.0486494317215,0.29518666666666665
1,2,2,1694790698.0793526,0.03604375277777778,862.5891904830728,0.29518666666666665
0,1,2,1694790700.583103,0.03673923611111111,862.5891904830728,0.29518666666666665
0,1,2,1694790703.0871215,0.03743480166666667,862.5891904830728,0.29518666666666665
0,1,2,1694790705.5929542,0.03813085861111112,862.5891904830728,0.29518666666666665
0,1,2,1694790708.0979254,0.038826689722222224,862.5891904830728,0.29518666666666665
0,1,2,1694790710.6033516,0.03952264222222222,862.5891904830728,0.29518666666666665
0,1,2,1694790713.107882,0.04021834638888889,862.5891904830728,0.29518666666666665
0,1,2,1694790715.6140459,0.04091449916666667,862.5891904830728,0.29518666666666665
0,1,2,1694790718.1173012,0.04160985083333334,862.5891904830728,0.29518666666666665
0,1,2,1694790720.6230261,0.042305882499999996,603.8124333381509,0.29518666666666665
0,1,3,1694790723.1282973,0.04300179333333333,603.8124333381509,0.29518666666666665
0,1,2,1694790725.63139,0.04369709777777778,603.8124333381509,0.29518666666666665
1,2,2,1694790728.1362188,0.04439288222222223,944.3529743895022,0.29518666666666665
0,1,2,1694790730.6401823,0.04508842972222222,944.3529743895022,0.29518666666666665
0,1,2,1694790733.1446302,0.04578410666666667,944.3529743895022,0.29518666666666665
0,1,2,1694790735.6487637,0.046479702222222224,944.3529743895022,0.29518666666666665
0,1,2,1694790738.1532311,0.047175379999999996,944.3529743895022,0.29518666666666665
0,1,2,1694790740.661102,0.0478720125,944.3529743895022,0.29518666666666665
0,1,2,1694790743.1647403,0.0485674725,944.3529743895022,0.29518666666666665
0,1,2,1694790745.6686678,0.0492630075,944.3529743895022,0.29518666666666665
0,1,2,1694790748.174047,0.04995893694444444,944.3529743895022,0.29518666666666665
0,1,2,1694790750.6774178,0.05065432833333333,661.0470820726515,0.29518666666666665
0,1,3,1694790753.1811955,0.05134982222222222,661.0470820726515,0.29518666666666665
0,1,2,1694790755.6852374,0.052045387222222225,661.0470820726515,0.29518666666666665
1,2,2,1694790758.191228,0.05274149777777778,1001.5876231240028,0.29518666666666665
0,1,2,1694790760.6952908,0.053437067500000004,1001.5876231240028,0.29518666666666665
0,1,2,1694790763.202045,0.054133385,1001.5876231240028,0.29518666666666665
0,1,2,1694790765.7056134,0.054828821666666666,1001.5876231240028,0.29518666666666665
0,1,2,1694790768.2121778,0.05552509333333333,1001.5876231240028,0.29518666666666665
0,1,2,1694790770.7155242,0.05622046888888889,1001.5876231240028,0.29518666666666665
0,1,2,1694790773.2198734,0.056916120833333333,1001.5876231240028,0.29518666666666665
0,1,2,1694790775.7245948,0.057611875,1001.5876231240028,0.29518666666666665
0,1,2,1694790778.2291756,0.058307594722222224,1001.5876231240028,0.29518666666666665
0,1,2,1694790780.7333987,0.05900320694444444,701.111336186802,0.29518666666666665
0,1,3,1694790783.238408,0.05969904361111111,701.111336186802,0.29518666666666665
0,1,2,1694790785.742809,0.060394715,701.111336186802,0.29518666666666665
1,2,2,1694790788.2476022,0.06109048611111111,1041.6518772381532,0.29518666666666665
0,1,2,1694790790.7507377,0.061785804722222226,1041.6518772381532,0.29518666666666665
0,1,2,1694790793.2549667,0.062481414166666666,1041.6518772381532,0.29518666666666665
0,1,2,1694790795.7588508,0.06317694305555556,1041.6518772381532,0.29518666666666665
0,1,2,1694790798.2626324,0.06387244083333334,1041.6518772381532,0.29518666666666665
0,1,2,1694790800.766866,0.06456806083333333,1041.6518772381532,0.29518666666666665
0,1,2,1694790803.2709944,0.06526364833333333,1041.6518772381532,0.29518666666666665
0,1,2,1694790805.7747808,0.06595915138888889,1041.6518772381532,0.29518666666666665
0,1,2,1694790808.2804604,0.06665517333333333,1041.6518772381532,0.29518666666666665
0,1,2,1694790810.7848735,0.06735083777777778,729.1563140667072,0.29518666666666665
0,1,3,1694790813.2902362,0.06804677777777778,729.1563140667072,0.29518666666666665
0,1,2,1694790815.7941048,0.06874229361111112,729.1563140667072,0.29518666666666665
1,2,2,1694790818.2995586,0.06943825472222223,1069.6968551180585,0.29518666666666665
0,1,2,1694790820.8039696,0.0701339175,1069.6968551180585,0.29518666666666665
0,1,2,1694790823.3095157,0.07082991055555556,1069.6968551180585,0.29518666666666665
0,1,2,1694790825.81427,0.07152567388888889,1069.6968551180585,0.29518666666666665
0,1,2,1694790828.3200068,0.07222171083333333,1069.6968551180585,0.29518666666666665
0,1,2,1694790830.8251793,0.07291759194444444,1069.6968551180585,0.29518666666666665
0,1,2,1694790833.33035,0.0736134711111111,1069.6968551180585,0.29518666666666665
0,1,2,1694790835.8341494,0.07430897416666667,1069.6968551180585,0.29518666666666665
0,1,2,1694790838.3375034,0.07500435194444445,1069.6968551180585,0.29518666666666665
0,1,2,1694790840.842168,0.07570008555555556,748.7877985826409,0.29518666666666665
0,1,3,1694790843.3479064,0.07639612972222222,748.7877985826409,0.29518666666666665
0,1,2,1694790845.8539717,0.07709225694444445,748.7877985826409,0.29518666666666665
1,2,2,1694790848.3578029,0.07778775861111112,1089.328339633992,0.29518666666666665
0,1,2,1694790850.8625941,0.07848354388888888,1089.328339633992,0.29518666666666665
0,1,2,1694790853.3662403,0.079178995,1089.328339633992,0.29518666666666665
0,1,2,1694790855.873103,0.07987534583333333,1089.328339633992,0.29518666666666665
0,1,2,1694790858.3793392,0.08057152833333334,1089.328339633992,0.29518666666666665
0,1,2,1694790860.8836334,0.08126716305555555,1089.328339633992,0.29518666666666665
0,1,2,1694790863.3881252,0.08196285361111112,1089.328339633992,0.29518666666666665
0,1,2,1694790865.8932843,0.08265872805555555,1089.328339633992,0.29518666666666665
0,1,2,1694790868.397503,0.08335434944444443,1089.328339633992,0.29518666666666665
0,1,2,1694790870.9032128,0.08405037027777777,762.5298377437944,0.29518666666666665
0,1,3,1694790873.4105508,0.08474686555555555,762.5298377437944,0.29518666666666665
0,1,2,1694790875.9197328,0.0854438525,762.5298377437944,0.29518666666666665
1,2,2,1694790878.4263616,0.08614014333333334,1103.0703787951456,0.29518666666666665
0,1,2,1694790880.9304144,0.08683571416666666,1103.0703787951456,0.29518666666666665
0,1,2,1694790883.433787,0.08753109749999999,1103.0703787951456,0.29518666666666665
0,1,2,1694790885.939451,0.08822710972222222,1103.0703787951456,0.29518666666666665
0,1,2,1694790888.447141,0.08892369055555556,1103.0703787951456,0.29518666666666665
0,1,2,1694790890.9802895,0.08962734833333333,1103.0703787951456,0.29518666666666665
0,1,2,1694790893.5288117,0.09033526666666666,1103.0703787951456,0.29518666666666665
0,1,2,1694790896.0614579,0.09103878166666667,1103.0703787951456,0.29518666666666665
0,1,2,1694790898.6260622,0.09175116972222222,1103.0703787951456,0.29518666666666665
0,1,2,1694790901.1423562,0.09245013722222221,772.1492651566019,0.29518666666666665
0,1,3,1694790903.707868,0.09316277472222222,772.1492651566019,0.29518666666666665
0,1,2,1694790906.2762575,0.09387622666666666,772.1492651566019,0.29518666666666665
1,2,2,1694790908.8119106,0.09458057194444444,1112.689806207953,0.29518666666666665
0,1,2,1694790911.3296027,0.09527993416666666,1112.689806207953,0
0,1,2,1694790914.1403532,0.09606069361111111,1112.689806207953,0
0,1,2,1694790916.6462488,0.09675678027777777,1112.689806207953,0
0,1,2,1694790919.1525714,0.09745297888888889,1112.689806207953,0
0,1,2,1694790921.65747,0.09814878527777778,1112.689806207953,0
0,1,2,1694790924.1643376,0.09884513527777777,1112.689806207953,0
0,1,2,1694790926.6723087,0.09954179805555556,1112.689806207953,0
0,1,2,1694790929.1770673,0.10023756277777779,1112.689806207953,0
0,1,2,1694790931.68081,0.1009330475,778.8828643455671,0
0,1,3,1694790934.1842012,0.10162843305555556,778.8828643455671,0
0,1,2,1694790936.6903915,0.10232459583333332,778.8828643455671,0
1,2,2,1694790939.19532,0.10302041083333333,1119.4234053969185,0.29518666666666665
0,1,2,1694790941.7000244,0.10371616,1119.4234053969185,0.29518666666666665
0,1,2,1694790944.206885,0.10441250666666667,1119.4234053969185,0.29518666666666665
0,1,2,1694790946.7104967,0.10510795888888888,1119.4234053969185,0.29518666666666665
0,1,2,1694790949.214648,0.10580355666666667,1119.4234053969185,0.29518666666666665
0,1,2,1694790951.7202742,0.10649956638888888,1119.4234053969185,0.29518666666666665
0,1,2,1694790954.2251465,0.10719536111111111,1119.4234053969185,0.29518666666666665
0,1,2,1694790956.7299645,0.10789114472222222,1119.4234053969185,0.29518666666666665
0,1,2,1694790959.2351792,0.10858703555555554,1119.4234053969185,0.29518666666666665
0,1,2,1694790961.7400753,0.10928284111111111,783.5963837778429,0.29518666666666665
