current,average,maxod,time,hour,temp,threads,min
0.05912680440687277,0.9968518419598728,0.9992230561623623,1694788749.317251,0.0005593508333333333,24.125,7,0.0
0.05825177770317698,0.9924394089036908,0.9992230561623623,1694788751.8229454,0.0012553794444444444,24.125,7,0.0
0.05837678151799067,0.9868736469778817,0.9992230561623623,1694788754.3273368,0.0019510419444444445,24.0625,7,0.0
0.05737675099948119,0.9795199138826625,0.9992230561623623,1694788756.831195,0.0026465519444444446,24.0625,7,0.0
0.05800177007354961,0.9697956384088728,0.9992230561623623,1694788759.337467,0.003342748055555556,24.125,7,0.0
0.05712674336985382,0.9571912848179445,0.9992230561623623,1694788761.8432963,0.004038811388888889,24.125,7,0.0
0.057751762443922244,0.941286499356977,0.9992230561623623,1694788764.34676,0.004734218333333333,24.125,7,0.0
0.05712674336985382,0.9217627949984801,0.9992230561623623,1694788766.8506851,0.0054297519444444445,24.0625,7,0.0
0.0572517471846675,0.8984106705142122,0.9992230561623623,1694788769.3594227,0.006126623611111112,24.0625,6,0.0
0.05662672811059908,0.8711383613426638,0.9992230561623623,1694788771.8631742,0.006822109444444445,24.0625,6,0.0
0.05712674336985382,0.8399771392898999,0.9992230561623623,1694788774.3675864,0.007517780277777777,24.0625,6,0.0
0.0572517471846675,0.8050744790466523,0.9992230561623623,1694788776.8742468,0.008214071944444444,24.125,6,0.0
0.05712674336985382,0.7976664282107695,0.9992230561623623,1694788779.3788247,0.008909791944444445,24.125,6,0.0
0.05712674336985382,0.7976664282107695,0.9992230561623623,1694788781.8822432,0.009605184999999999,24.125,6,0.0
0.05712674336985382,0.7976664282107695,0.9992230561623623,1694788784.3881679,0.010301266388888888,24.125,6,0.0
0.06012683492538224,0.7746416610572352,0.9992230561623623,1694788786.8922737,0.010996861111111112,24.125,6,0.0
0.05912680440687277,0.7337539982254182,0.9992230561623623,1694788789.3969588,0.011692601666666667,24.125,6,0.0
0.05762675862910856,0.6901225642367693,0.9992230561623623,1694788791.901677,0.01238836,24.125,6,0.0
0.05800177007354961,0.6442862093286802,0.9992230561623623,1694788794.4052534,0.013083799722222221,24.125,6,0.0
0.05800177007354961,0.5968443059037593,0.9992230561623623,1694788796.9109418,0.013779817222222223,24.1875,6,0.0
0.05712674336985382,0.5484472538471792,0.9992230561623623,1694788799.4151745,0.0144754425,24.1875,6,0.0
0.05737675099948119,0.4997742572653909,0.9992230561623623,1694788801.921614,0.015171670833333333,24.1875,6,0.0
0.05750175481429487,0.4515119104943764,0.9992230561623623,1694788804.42737,0.015867719722222222,24.1875,6,0.0
0.05687673574022645,0.4043352003346949,0.9992230561623623,1694788806.9330215,0.016563734166666667,24.1875,6,0.0
0.05650172429578539,0.39508685270954713,0.9992230561623623,1694788809.4372401,0.017259343333333333,24.1875,6,0.0
0.05650172429578539,0.39508685270954713,0.9992230561623623,1694788811.9429157,0.017955368333333332,24.1875,6,0.0
0.05650172429578539,0.39508685270954713,0.9992230561623623,1694788814.446011,0.018650677499999997,24.1875,6,0.0
0.05987682729575488,0.3678156050974282,0.9992230561623623,1694788816.9507287,0.019346429722222225,24.1875,6,0.0
0.057876766258735925,0.32417999648136875,0.9992230561623623,1694788819.45492,0.02004204027777778,24.1875,6,0.0
0.05762675862910856,0.28328038038279807,0.9992230561623623,1694788821.9617422,0.020738379166666664,24.1875,6,0.0
0.05712674336985382,0.24556441684074443,0.9992230561623623,1694788824.4666095,0.021434176944444445,24.1875,6,0.0
0.05712674336985382,0.21138465018153346,0.9992230561623623,1694788826.970395,0.022129673055555552,24.1875,6,0.0
0.05737675099948119,0.18098263562680625,0.9992230561623623,1694788829.4780805,0.022826246388888888,24.1875,6,0.0
0.05737675099948119,0.15448499803256519,0.9992230561623623,1694788831.9822476,0.023521849999999997,24.25,6,0.0
0.0572517471846675,0.13189788053139345,0.9992230561623623,1694788834.4889326,0.024218153611111112,24.25,6,0.0
0.0572517471846675,0.11310466194212986,0.9992230561623623,1694788836.9931936,0.024913780000000003,24.1875,6,0.0
0.05750175481429487,0.10978348134240012,0.9992230561623623,1694788839.4968812,0.025609252222222222,24.1875,6,0.0
0.05750175481429487,0.10978348134240012,0.9992230561623623,1694788842.0000973,0.026304589166666666,24.25,6,0.0
0.05750175481429487,0.10978348134240012,0.9992230561623623,1694788844.5046108,0.027000284722222222,24.25,6,0.0
0.05850178533280435,0.10065659849293307,0.9992230561623623,1694788847.009352,0.027696049444444443,24.25,6,0.0
0.057876766258735925,0.0880440421987928,0.9992230561623623,1694788849.5132253,0.028391569166666665,24.1875,6,0.0
0.05712674336985382,0.07831092849152238,0.9992230561623623,1694788852.017326,0.02908715138888889,24.1875,6,0.0
0.05712674336985382,0.07094842550871273,0.9992230561623623,1694788854.5229726,0.029783161944444442,24.25,6,0.0
