current,average,maxod,time,hour,temp,threads,min
0,0,0,1694816388.4306614,1.4794444444444444e-06,0.0,6,0.0
0.2121314737388226,0,0,1694816388.6310105,5.713333333333333e-05,0.0,6,0.0
0.2121314737388226,0.9993484766612681,0.9993484766612681,1694816388.8313708,0.00011278888888888889,0.0,7,0.0
0.20988140507217629,0.9993484766612681,0.9993484766612681,1694816389.0320048,0.0001685188888888889,22.375,7,0.0
0.20988140507217629,0.9986927846478796,0.9993484766612681,1694816389.232499,0.0002242125,22.375,7,0.0
0.20850636310922574,0.9986927846478796,0.9993484766612681,1694816389.4328537,0.0002798675,22.375,7,0.0
0.20850636310922574,0.9980290284327394,0.9993484766612681,1694816389.6332605,0.0003355361111111111,22.375,7,0.0
0.2073813287759026,0.9980290284327394,0.9993484766612681,1694816389.833942,0.0003912797222222222,22.375,7,0.0
0.2073813287759026,0.9973527935426277,0.9993484766612681,1694816390.0359814,0.000447385,22.375,7,0.0
0.2065063020722068,0.9973527935426277,0.9993484766612681,1694816390.235243,0.0005027530555555556,22.375,7,0.0
0.2065063020722068,0.9966596724025942,0.9993484766612681,1694816390.4357092,0.0005584374999999999,22.375,7,0.0
0.20538126773888363,0.9966596724025942,0.9993484766612681,1694816390.636191,0.0006141272222222222,22.375,7,0.0
0.20538126773888363,0.9959448580007512,0.9993484766612681,1694816390.836814,0.0006698541666666666,22.375,7,0.0
0.20550627155369733,0.9959448580007512,0.9993484766612681,1694816391.0374043,0.0007255741666666667,22.375,7,0.0
0.20550627155369733,0.9952048034947015,0.9993484766612681,1694816391.2380068,0.0007812972222222222,22.375,7,0.0
0.20413122959074678,0.9952048034947015,0.9993484766612681,1694816391.4385474,0.000837003611111111,22.375,7,0.0
0.20413122959074678,0.994433716164353,0.9993484766612681,1694816391.6391149,0.0008927161111111111,22.375,7,0.0
0.20413122959074678,0.994433716164353,0.9993484766612681,1694816391.8396475,0.0009484197222222223,22.375,7,0.0
